Myanmar	Type	English
ညအိပ္ေခါင္းစြပ္	nightcap	n
အိ္ပ္ရာဝင္အဝတ္	nightclothes	n[pl]
ညကလပ္	nightclub	n
အမ်ိဳးသမီး ညအိပ္ဂါဝန္ရွည္	nightdress	n
ေမွာင္ခ်ိန္	nightfall	n
ေနဝင္ရီတေရာ	nightfall	n
ညဝတ္အကၤ်ီ	nightgown	n
ညဝတ္အကၤ်ီမ်ား	nightgowns	n[pl]
NIGHTDRESS	nightie	n(infml)
ညေတးသီငွက္	nightingale	n
ေတးသီငွက္မ်ား	nightingales	n[pl]
ေျမဝပ္ငွက္တစ္မ်ိဳး	nightjar	n
ငွက္ပ်င္း	nightjar	n
ညစဉ္ ညတိုင္း	nightly	adj,adv
ညတိုင္း	nightly	n
ထမင္းလံုးတေစၦ ေျခာက္ျခင္း	nightmare	n
အိပ္မက္ဆိုး	nightmare	n
မႏွစ္ၿမိဳစရာ ထိတ္လန္႕စရာ အေတြ႕အႀကံု	nightmare	n
ထမင္းလံုးတေစၦေျခာက္ျခင္း	nightmares	n[pl]
ညည	nights	adv
ညမ်ား	nights	n[pl]
ညဝတ္အက်ီၤ	nightshirt	n
ဘုရား တရားမဲ့ ဝါဒ	nihilism	n
သုညဝါဒ	nihilism	n
နတၳိကဝါဒ	nihilism	n
ယင္းဝါဒီ	nihilist	n
မရိွ	nil	n
နတၳိ	nil	n
သြက္လက္ ကၽြမ္းက်င္ေသာ	nimble	adj
ဦးေႏွာက္ထက္ျမက္ လ်င္ျမန္ေသာ	nimble	adj
မိုးမည္းတိမ္ေတာင္	nimbus	n
ေကာင္းလွ်င္ ငါ့တာ ၊မေကာင္းလွ်င္သူ႕တာ	nimby	n
ငမိုက္သား	nincompoop	n
ကိုး	nine	n
နဝ	nine	n
ကိုးႀကိမ္ေျမာက္	nine	n
ကိုးခုျဖစ္ေသာ	nine	n
နဝရတ္ကိုးပါး	nine gems	n
ရံုးခ်ိန္	nine to five	IDM
တစ္ၿပံဴႀကီးဖ်ားၾက နာၾကသည္	ninepin	n
တစ္ဆယ္ကိုး	nineteen	n,pron
ဆယ္ကိုး	nineteen	n,pron
ဧကူနဝီသတိ	nineteen	n,pron
တစ္ဆယ့္ကိုး	nineteen	n
တစ္ဆယ္ကိုး……..ေျမာက္	nineteenth	n,pron
၁၉ ႀကိမ္ေျမာက္	nineteenth	n
၉၀ေျမာက္ သို႕ ကိုးဆယ္ပံုတစ္ပံု	ninetieth	n,pron,det
ကိုးဆယ္ပိုင္း တစ္ပိုင္း	ninetieth	n,pron,det
အႀကိမ္ ၉၀ ေျမာက္	ninetieth	n
ကိုးဆယ္	ninety	n,pron,det
နဝုတိ	ninety	n,pron,det
nineties n ကိန္းဂဏန္း အပူခ်ိန္ စသည္ ၉၀ မွ၉၉ ထိ	ninety	n,pron,det
ကိုးဆယ္	ninety	n
တစ္ရာမွာ ကိုးဆယ့္ကိုး	ninety-nine times out of a hundred	IDM
အားလံုးနီးပါး	ninety-nine times out of a hundred	IDM
မိုက္မဲသူ	ninny	n(infml)
ကိုး..ေျမာက္	ninth	pron
နဝ	ninth	pron
နဝမ	ninth	n
ဖ်စ္သည္	nip	v(p-p)
ညွစ္သည္	nip	v(p-p)
ညွပ္သည္	nip	v(p-p)
ဆိတ္သည္	nip	v(p-p)
ကိုက္ျခင္း	nip	v
ဟပ္ျခင္း	nip	v
ေအးျခင္း တစ္ငံု	nip	v
ႏုစဉ္ခ်ိဳးႏိွမ္ပစ္သည္	nip sth in the bud	IDM
အညြန္႕ခ်ိဳးပစ္သည္	nip sth in the bud	IDM
ေႁခြသည္	nip sth off(sth)	PHRV
ဓနိပင္	nipa palm	n
ကေလးငယ္	nipper	n(Brit inf
ႏို႕သီး	nipple	n
စက္ဆီဘူး စသည္၏  နႈတ္သီးတံ	nipple	n
ကရႏို႕	nipple	n
အႏို႕	nipple	n
ျမည္းစရာ	nipples	pl
ႏို႕သီးေခါင္းမ်ား	nipples	n[pl]
လ်င္ျမန္ေသာ	nippy	adj
ခ်မ္းေသာ	nippy	adj
နိဗၺာန္	nirvana	n
သန္းဥ	nit	n
သန္းဖ်	nit	n
ႏိုက္ထရိတ္ဓာတ္ဆား	nitrate	n
We need to cut nitrate levels in water.	nitrate	n
အက္ဆစ္အျပင္းစား တစ္မ်ိဳး	nitric acid	n
ႏိုက္ထရစ္အက္ဆစ္	nitric acid	n
ႏိုက္ထရိုဂ်င္ ျဒပ္စင္၊ ဓာတ္	nitrogen	n
nitrogenous adj	nitrogen	n
ႏိုက္ထရိုဂလစ္ဆလင္း ေဖာက္ခြဲ ပစၥည္း	nitroglycerine	n
ႏိုက္ထရပ္ေအာက္ဆိုက္	nitrous oxide(also laughing-gas )	n
အေရးႀကီးဆံုး အခ်က္	nitty-gritty (the nitty-gritty)	infml
မိုက္မေသာသူ	nitwit (also nit )	n(infml)
အသိတရား မရိွသူ	nitwit (also nit )	n(infml)
နိဗၺာန္	nivana	n
သာမေညာင္ညမဟုတ္ေသာ	nmean sth	idm
ေပါ့ေသးေသးမဟုတ္ေသာ	nmean sth	idm
မည္သည့္ …မွ်	no	neg det
……ခြင့္မျပဳ	no	neg det
ပဋေသဓပုဒ္မ	no	neg det
ျငင္းပယ္စကားလံုး	no	neg det
မ	no	neg det
မဟုတ္မ ၊ မရိွ ၊ မျဖစ္ေၾကာင္းျပစကားလံုး	no	neg det
ရွင္းရွင္းျပတ္ျပတ္	no -nonsense	adj
မ ေစာင့္၊ ေအာင့္၊ ေနစသည္ေတာ့၊ ႏိုင္ေတာ့	no / any / much longer	idm
မထေရာက္ျခင္း	no avail	idm
အရာ မေရာက္ျခင္း	no avail	idm
အထူးေျပာစရာမရိွ	no comment	idm
ေတာင္းဆိုခ်က္ကို အျပတ္ ျငင္းပယ္သည္	no dice	idm
infml အတိုင္းမသိ	no end	idm
infml မၿပီးႏိုင္မဆံုးႏိုင္	no end of	idm
အမ်က္အၿငိဳးမရိွ	no hard feelings	idm
အမ်က္အဤမရိွ	no hard feelings	idm
သူတစ္ပါးကိုဘာမွ်မထိခိုက္ေၾကာင္း၊အန ၱရာယ္မျဖစ္ေၾကာင္းေျပာလိုေသာအခါသံုးေသာစကား	no harm done	idm
ဘာမွ်မျဖစ္ပါဘူး	no harm done	idm
အက်ိဳးမယုတ္ႏိုင္ပါဘူး	no harm done	idm
အန ၱရာယ္ကင္းေသာေနရာ	no harm done	idm
ေဘးကင္းရန္ကင္းေနရာ	no harm done	idm
အံ႕ဩျခင္းျပပုဒ္အျဖစ္ အျခားမဟုတ္	no less	idm
အျခားဟုတ္ရိုးလား	no less	idm
… ထက္မနည္း	no less than…	idm
… ေတာင္	no less than…	idm
တိုင္းျပည္ ႏွစ္ခုၾကား ၊ စစ္ႏွစ္ဖက္ၾကားရိွစစ္ၾကားနယ္ေျမ	no man's land	n
ပိုင္သူမဲ့နယ္ေျမ	no man's land	n
ဘာသတင္းမွ မၾကားရတာဟာ သတင္းေကာင္းပဲ	no news is good news	idm
NOBODY	no one neg	pron
အဲဒေလာက္ ကံမေကာင္းပါဘူး	no such luck	idm
ရိွကိုမရိွ	no where near	IDM
ခြင့္မျပဳေသာအရာ	no- no	n
ခရစ္ကက္စနစ္မမွန္၍တစ္ဖက္က အမွတ္ရသည့္ ေဘာလံုးပစ္ေပးပံု	no-ball	n
ယမန္ႏွစ္က အာမခံေလ်ာ္ေၾကး ေတာင္းခဲ့ျခင္း မရိွ၍ ယခုႏွစ္၌ အာမခံေၾကားေလွ်ာ့ျခင္း	no-claims bonus	n
ကားတိုက္ေသာအခါ မည္သူ႕အမွားျဖစ္ေၾကာင္း အဆံုးအျဖတ္မေစာင့္ဘဲ အာမခံေၾကး ထုတ္ေပးေသာ ကားအာမခံစနစ္	no-fault	adj
ၿမိဳ႕ႀကီးျပႀကီးမ်ားတြင္ ရဲ ႏွင့္ စစ္တပ္မဝင္ရ ကန္႕သတ္နယ္ေျမ	no-go area	n
အလကားေကာင္	no-hoper	n(infml de
ေပၚမလာသူ	no-show	n(infml)
သမၼာက်မ္း Noah မိသားစုကို ေရႀကီးျခင္းမွ ကယ္ေသာ ေလွႀကီး	Noah's ark	n
အထက္တန္းလႊာ	nob	n
လူ႕မလိုင္	nob	n
ၿပိဳင္ဘက္ျမင္းကို ေဆးတိုက္၍ ရံႈးေအာင္လုပ္ႀကံသည္	nobble	v
လာဘ္ထိုးသည္	nobble	v
ျမင့္ျမတ္ျခင္း	nobility	n
ေဆြႀကီးမ်ိဳးႀကီးမွ ေပါက္ဖြားေသာ	noble	adj
ျမင့္ျမတ္ေသာ	noble	adj
n ေဆြႀကီးမ်ိဳးႀကီး	noble	adj
အထက္တန္း ဇာတိ	noble	adj
မ်ိဳးရိုး ျမင့္ျမတ္သူ	nobleman	n
ေဆြႀကီးမ်ိဳးႀကီး	nobleman	n
မ်ိဳးရိုးဂုဏ္ရိွန္ အေလ်ာက္  အမ်ားက်ိဳးေဆာင္ရန္တာဝန္ရိွသည္	noblesse oblige	(French sa
မည္သူမွ်	nobody	also no on
ညမွက်က္စားေသာ	nocturnal	adj
ည …	nocturnal	adj
စႏၵရားႏွင့္တီးရေသာ ဆြတ္ပ်ံ႕ဖြယ္ဂီတ	nocturne	n
ေခါင္းညိတ္သည္	nod	v(d-d)
ေခါင္းညိတ္ျပသည္	nod	v(d-d)
ေခါင္းတစ္ညိမ့္ညိမ့္လုပ္သည္	nod	v(d-d)
ပန္းစသည္ ေလ၌တစ္ညိမ့္ညိမ့္လႈပ္ရွားေနသည္	nod	v(d-d)
ေခါင္းညိတ္ျခင္း	nod	v(d-d)
ေခါင္းညိတ္ျပျခင္း	nod	v(d-d)
တစ္ေမွးအိပ္ေပ်ာ္သြားသည္	nod off	[PHRV](inf
ေခါက္ဆြဲ	noddle	n
အဖုငယ္	node	n
ရြက္ဆစ္	node	n
ကိုယ္ခႏၶာအတြင္း အဆစ္၌ရိွ္ေသာ အဖုငယ္	node	n
စနစ္ႏွစ္ခုေပါင္းဆံုရာ ၊ မ်ဉ္းႏွစ္ခု  ျဖတ္ရာေနရာ	node	n
အဖုငယ္မ်ား	nodes	n[pl]
အပင္ေပၚ၌ေပါက္ေနေသာ အဖု	nodule	n
အထူးသျဖင့္ သီခ်င္း သို႕ လက္ေဆာင္ကတ္ျပား တြင္  ခရစ္စၥမတ္	Noel	n
ကန္႕ကြက္သူမ်ား	noes	n(pl)
လက္မခံသူမ်ား	noes	n(pl)
ခြက္ကေလးႏွင့္ လက္ႏွစ္လံုးခန္႕  အရက္အနည္းငယ္	noggin	n
အသံဗလံ	noise	n
ဆူညံသံ	noise	n
အေႏွာင့္အယွက္အသံ	noise	n
ကြန္ပ်ဴတာကို ဒုကၡေပးေသာ လွ်ပ္လိႈင္း	noise	n
အလိုက္အထိုက္ စကား	noise	n
အင္းလိုက္သံ	noise	n
အသံမျမည္ေသာ မထြက္ေသာ	noiseless	adj
အသံဗလံမ်ား	noises	n[pl]
ပို၍ဆူညံ	noisier	adj[com]
အဆူညံဆံုး	noisiest	adj[sup]
မႏွစ္ၿမိဳ႕ဖြယ္	noisome	n
ဆိုးဆိုးဝါးဝါး	noisome	n
ဆူဆူညံညံ	noisy	n
ဆူညံေသာ	noisy	n
ဆူဆူညံညံ	noisy	adj
ကေလာင္အမည္	nom de plume	adj
ေရၾကည္ရာျမက္ႏုရာ လွည့္လည္ေနထိုင္ သည့္ လူမ်ိဳး	nomad	n
တစ္ေနရာတြင္ ၾကာၾကာမေနသူ	nomad	n
သိပၸံပညာ နယ္ပယ္အလိုက္  အမည္ေပးပံုစနစ္	nomenclature	v
ယင္းစနစ္အရ ေပးေသာအမည္	nomenclature	v
Learn the nomenclature.	nomenclature	v
အမည္သာရိွ၍တစ္ကယ္မရိွ	nominal	n
အမည္ခံ	nominal	n
မည္ကာမတၱ	nominal	n
မဆိုစေလာက္	nominal	n
အဆိုျပဳသည္	nominate	n
ခန္႕ထားသည္	nominate	n
ရက္သတ္မွတ္သည္	nominate	n
ခန္႕ထားရန္ အဆိုျပဳျခင္း	nomination	n
ယင္းအဆိုျပဳခ်က္	nomination	n
ကတၱားပုဒ္	nominative	pref
အရာဌာနတစ္ခုခုအတြက္ အဆိုျပဳခံရသူ	nominee	n
စီးပြားေရးတြင္ တစ္စံုတစ္ေယာက္ အမည္ျဖင့္ ေငြရင္းထည့္ျခင္း	nominee	n
စိတ္ လြတ္ေသာ ၊ မထိန္းသိမ္းႏိုင္ေသာ	non compos mentis	adj
ေရွ႕အဆိုႏွင့္ ယုတၱိ သေဘာအရ ဆက္စပ္မႈမရိွေသာ ေနာက္အဆို	non sequitur	n
ယုတၱိမတန္ ေသာေကာက္ခ်က္	non sequitur	n
ပဋေသဓ အနက္ျပ ေရွ႕ဆက္	non-	n
မက်ဴးေက်ာ္ေရး	non-aggression	adj
ေသရည္မပါေသာ	non-alcoholic	n
ဘက္မလိုက္	non-aligned	n
ဘက္မလိုက္ေရး ဝါဒ	non-alignment	n
မေပၚလာျခင္း	non-appearance	n
ပ်က္ကြက္ျခင္း	non-appearance	n
မတက္ေရာက္ျခင္း	non-attendance	adj
စစ္ဆရာဝန္ စသည္ ကဲ့သို႕ေသာ စစ္မတိုက္ရသည့္ စစ္မႈထမ္း	non-combatant	adj
ျပန္တမ္းဝင္ အရာရိွ မဟုတ္ေသာ	non-commissioned	n
အၾကပ္ အဆင့္	non-commissioned	n
မလိုက္နာျခင္း	non-compliance	adj
အလုပ္ရွင္ ကသာ ပံုမွန္ထည့္ဝင္ေပးေသာ အာမခံ သို႕ ပင္စင္ စနစ္	non-contributory	adj
ကန္႕ကြက္သည့္ အေနျဖင့္ ပူးေပါင္းေဆာင္ရြက္မႈမျပဳျခင္း	non-cooperation	pron
အႀကီးအက်ယ္ ဟိန္းလာၿပီးမွ အဖ်ားရႉးသြားေသာအျဖစ္	non-event	n
တကယ္မရိွေသာ	non-existent	adj
သုတစာေပ	non-fiction	n
မီးမေလာင္လြယ္ေသာ	non-flammable	n
မစြက္ဖက္ေရးဝါဒ	non-intervention	n
